admin4Name_en,admin4Name_si,admin4Pcode,risk_level,patients,population
Aluthwatta,අළුත්වත්ත SOUTH,LK6233095,11.23581758,56.17908788,674.1490545
Aluthwela,අලුත්වෙල,LK2215091,11.2625139,56.31256952,675.7508343
Aluthwela,අළුත්වෙල,LK8139050,11.28921023,56.44605117,677.352614
Aluthwewa,අලුත්වැව,LK2203095,11.31590656,56.57953281,678.9543938
Aluthwewa,අලුත්වැව,LK7136025,11.34260289,56.71301446,680.5561735
Aluthwewa,අලුත්වැව,LK8230015,11.36929922,56.84649611,682.1579533
Aluthwewa,අළුත්වැව,LK3318205,11.39599555,56.97997775,683.759733
Aluthwewa,අළුත්වැව,LK7206115,11.42269188,57.1134594,685.3615128
Aluthwewa,අළුත්වැව,LK7210150,11.44938821,57.24694105,686.9632925
Aluthwewa East,අළුත්වැව නැගෙනහිර,LK7215255,11.47608454,57.38042269,688.5650723
Aluthwewa West,අළුත්වැව බස්නාහිර,LK7215260,11.50278087,57.51390434,690.1668521
Aluttarama,අලුත්තරම,LK8103065,11.5294772,57.64738598,691.7686318
Aluttota,අලුත්තොට,LK6245230,11.55617353,57.78086763,693.3704116
Aluvihare,අළුවිහාරය,LK2218140,11.58286986,57.91434928,694.9721913
Aluwana,අළුවන,LK3203130,11.60956618,58.04783092,696.5739711
Aluyatawela,අළුයටවෙල,LK8103015,11.63626251,58.18131257,698.1757508
Alvai,අල්වායි,LK4121155,11.66295884,58.31479422,699.7775306
Alvai East,අල්වායි නැගෙනහිර,LK4121165,11.68965517,58.44827586,701.3793103
Alvai North,අල්වායි උතුර,LK4127090,11.7163515,58.58175751,702.9810901
Alvai North Centre,අල්වායි උතුරු මධ්‍,LK4127080,11.74304783,58.71523915,704.5828699
Alvai North West,අල්වායි වයඹ,LK4127075,11.76974416,58.8487208,706.1846496
Alvai South,අල්වායි දකුණ,LK4121160,11.79644049,58.98220245,707.7864294
Alvai West,අල්වායි බටහිර,LK4127070,11.82313682,59.11568409,709.3882091
Alwatta,අල්වත්ත,LK2230245,11.84983315,59.24916574,710.9899889
Alwiswatta,අල්විස්වත්ත,LK1321310,11.87652948,59.38264739,712.5917686
Amaithipuram,අමයිතිපුරම්,LK4403010,11.90322581,59.51612903,714.1935484
Amalgama,අමල්ගම,LK3145025,11.92992214,59.64961068,715.7953281
Amanakkattuwa,අමනක්කට්ටුව,LK7160140,11.95661846,59.78309232,717.3971079
Amanawala,අමනාවල,LK9227065,11.98331479,59.91657397,718.9988877
Amandoluwa,අමන්දොළුව,LK1206265,12.01001112,60.05005562,720.6006674
Amane,ආමනේ,LK7136030,12.03670745,60.18353726,722.2024472
Amaragama,අමරගම,LK3115085,12.06340378,60.31701891,723.8042269
Amaragedara North,අමරගෙදර උතුර,LK1312045,12.09010011,60.45050056,725.4060067
Amaragedara South,අමරගෙදර දකුණ,LK1312120,12.11679644,60.5839822,727.0077864
Amarathungagama,අමරතුංගගම,LK3318065,12.14349277,60.71746385,728.6095662
Ambadandegama,අඹදණ්ඩේගම,LK8133160,12.1701891,60.85094549,730.2113459
Ambadeniya,අඹදෙණිය,LK9206280,12.19688543,60.98442714,731.8131257
Ambagahagedara,අඹගහගෙදර,LK6145260,12.22358176,61.11790879,733.4149055
Ambagahahena,අඹගහහේන,LK2103025,12.25027809,61.25139043,735.0166852
Ambagahahena,අඹගහහේන,LK3324255,12.27697442,61.38487208,736.618465
Ambagahakumbura,අඹගහකුඹුර,LK8130065,12.30367075,61.51835373,738.2202447
Ambagahalanda,අඹගහලන්ද,LK2124345,12.33036707,61.65183537,739.8220245
Ambagahapelessa,අඹගහපැලැස්ස,LK2121220,12.3570634,61.78531702,741.4238042
Ambagahapitiya,අඹගහපිටිය,LK8212045,12.38375973,61.91879867,743.025584
Ambagahathenna,අඹගහතැන්න,LK2309025,12.41045606,62.05228031,744.6273637
Ambagahavila,අඹගහවිල,LK3145015,12.43715239,62.18576196,746.2291435
Ambagahawatta,අඹගහවත්ත,LK1215290,12.46384872,62.3192436,747.8309232
Ambagahawatta,අඹගහවත්ත,LK3142205,12.49054505,62.45272525,749.432703
Ambagahawella,අඹගහවැල්ල,LK5215075,12.51724138,62.5862069,751.0344828
Ambagahawewa,අඹගහවැව,LK7118070,12.54393771,62.71968854,752.6362625
Ambagahawewa,අඹගහවැව,LK7121140,12.57063404,62.85317019,754.2380423
Ambagahawewa,අඹගහවැව,LK7139030,12.59733037,62.98665184,755.839822
Ambagahayaya,අඹගහයාය,LK9151085,12.6240267,63.12013348,757.4416018
Ambagammana,අඹගම්මන,LK6118105,12.65072303,63.25361513,759.0433815
Ambagammana,අඹගම්මන,LK6181090,12.67741935,63.38709677,760.6451613
Ambagamuwa East,අඹගමුව නැගෙනහිර,LK2315035,12.70411568,63.52057842,762.246941
Ambagamuwa North,අඹගමුව උතුර,LK2315025,12.73081201,63.65406007,763.8487208
Ambagamuwa South,අඹගමුව දකුණ,LK2315040,12.75750834,63.78754171,765.4505006
Ambagas Ara,අඹගස්ආර,LK3324040,12.78420467,63.92102336,767.0522803
Ambagasdeniya,අඹගස්දෙනිය,LK3330145,12.810901,64.05450501,768.6540601
Ambagasdowa,අඹගස්දෝව,LK8115080,12.83759733,64.18798665,770.2558398
Ambagasdowa,අඹගස්දෝව,LK8127235,12.86429366,64.3214683,771.8576196
Ambagaspitiya,අඹගස්පිටිය,LK1233040,12.89098999,64.45494994,773.4593993
Ambagaspitiya,අඹගස්පිටිය,LK2309310,12.91768632,64.58843159,775.0611791
Ambagasthenna,අඹගස්තැන්න,LK2139490,12.94438265,64.72191324,776.6629588
Ambagaswewa,අඹගස්වැව,LK6124310,12.97107898,64.85539488,778.2647386
Ambagaswewa,අඹගස්වැව,LK6127360,12.99777531,64.98887653,779.8665184
Ambagaswewa,අඹගස්වැව,LK7166045,13.02447164,65.12235818,781.4682981
Ambagaswewa,අඹගස්වැව,LK7206090,13.05116796,65.25583982,783.0700779
Ambagolla,අඹගොල්ල,LK2121085,13.07786429,65.38932147,784.6718576
Ambagolla,අඹගොල්ල,LK8203075,13.10456062,65.52280311,786.2736374
Ambahenwewa,අඹහේන්වැව,LK6169075,13.13125695,65.65628476,787.8754171
Ambahera,අඹහැර,LK6166145,13.15795328,65.78976641,789.4771969
Ambakadawara,අඹකඩවර,LK6136205,13.18464961,65.92324805,791.0789766
Ambakandavila,අඹකඳවිල,LK6233240,13.21134594,66.0567297,792.6807564
Ambakele,අඹකැලේ,LK6230060,13.23804227,66.19021135,794.2825362
Ambakotayawatta,අඹකොටේ වත්ත,LK2127400,13.2647386,66.32369299,795.8843159
Ambakote,අඹකොටේ,LK6163265,13.29143493,66.45717464,797.4860957
Ambala North,අම්බල උතුර,LK3330275,13.31813126,66.59065628,799.0878754
Ambala West,අම්බල බටහිර,LK3330280,13.34482759,66.72413793,800.6896552
Ambalagala,අම්බලගල,LK2124215,13.37152392,66.85761958,802.2914349
Ambalakanda,අම්බලකන්ද,LK9209250,13.39822024,66.99110122,803.8932147
Ambalammulla,අම්බලන්මුල්ල,LK1206395,13.42491657,67.12458287,805.4949944
Ambalampitiya,අම්බලම්පිටිය,LK9230175,13.4516129,67.25806452,807.0967742
Ambalanduwa,අම්බලන්දූව,LK1303100,13.47830923,67.39154616,808.6985539
Ambalangoda,අම්බලන්ගොඩ,LK1112390,13.50500556,67.52502781,810.3003337
Ambalanoya,අම්බලන්ඔය,LK5242130,13.53170189,67.65850945,811.9021135
Ambalanthota North,අම්බලන්තොට උතුර,LK3315260,13.55839822,67.7919911,813.5038932
Ambalanthota South,අම්බලන්තොට දකුණ,LK3315265,13.58509455,67.92547275,815.105673
Ambalanwatta,අම්බලන්වත්ත,LK3145225,13.61179088,68.05895439,816.7074527
Ambalaperumalkulam,අම්පාලපෙරුමාල්කු,LK4403015,13.63848721,68.19243604,818.3092325
Ambalawa,අම්බලාව,LK9206320,13.66518354,68.32591769,819.9110122
Ambalayaya,අම්බලයාය,LK1209010,13.69187987,68.45939933,821.512792
Ambale,අම්බාලේ,LK2124430,13.7185762,68.59288098,823.1145717
Ambale,අඹාලේ,LK6118025,13.74527253,68.72636263,824.7163515
Ambaliyadda,අඹලියද්ද,LK2306155,13.77196885,68.85984427,826.3181313
Ambaliyadda,අඹලියද්ද,LK2309565,13.79866518,68.99332592,827.919911
Ambalkulam,අම්බාල්කුලම්,LK4509010,13.82536151,69.12680756,829.5216908
Ambalnagar,අම්බාල්නගර්,LK4509015,13.85205784,69.26028921,831.1234705
Ambamalla,අඹමල්ල,LK9224135,13.87875417,69.39377086,832.7252503
Ambamalthalawa,අඹමල්තලාව,LK5215080,13.9054505,69.5272525,834.32703
Ambana,අම්බන,LK3112170,13.93214683,69.66073415,835.9288098
Ambana,අඹන,LK2209245,13.95884316,69.7942158,837.5305895
Ambana North,අම්බන උතුර,LK3112175,13.98553949,69.92769744,839.1323693
Ambanella,අඹන්ඇල්ල,LK2309225,14.01223582,70.06117909,840.7341491
Ambanganga,අඹන්ගඟ,LK7215270,14.03893215,70.19466073,842.3359288
Ambanpitiya,අඹන්පිටිය,LK9212070,14.06562848,70.32814238,843.9377086
Ambanpola,අඹන්පොල,LK2215155,14.09232481,70.46162403,845.5394883
Ambanpola,අඹන්පොල,LK6130220,14.11902113,70.59510567,847.1412681
Ambanpola North,අඹන්පොල උතුර,LK6112030,14.14571746,70.72858732,848.7430478
Ambanpola South,අඹන්පොල දකුණ,LK6112060,14.17241379,70.86206897,850.3448276
Ambanvita,අඹන්විට,LK1224035,14.19911012,70.99555061,851.9466073
Ambanwala,අඹන්වල,LK2139350,14.22580645,71.12903226,853.5483871
Ambarapola,අඹරපොල,LK2139380,14.25250278,71.2625139,855.1501669
Ambaruppa,අඹරුප්ප,LK2106250,14.27919911,71.39599555,856.7519466
Ambaruppa,අඹරුප්ප,LK9206310,14.30589544,71.5294772,858.3537264
Ambathalawa,අඹතලාව,LK2303230,14.33259177,71.66295884,859.9555061
Ambathale,අඹතලේ,LK1106070,14.3592881,71.79644049,861.5572859
Ambathenna,අඹතැන්න,LK2112140,14.38598443,71.92992214,863.1590656
Ambathenna,අඹතැන්න,LK8118150,14.41268076,72.06340378,864.7608454
Ambathenna West,අඹතැන්න බටහිර,LK8118125,14.43937709,72.19688543,866.3626251
Ambawa,අම්බාව,LK2134205,14.46607341,72.33036707,867.9644049
Ambegoda,අඹේගොඩ,LK1336055,14.49276974,72.46384872,869.5661846
Ambegoda,අඹේගොඩ,LK8133035,14.51946607,72.59733037,871.1679644
Ambelanda,අඹේලන්ද,LK8203150,14.5461624,72.73081201,872.7697442
Ambepitiya,අඹේපිටිය,LK1324250,14.57285873,72.86429366,874.3715239
Ambepussa,අඹේපුස්ස,LK9218100,14.59955506,72.99777531,875.9733037
Ambewela,අඹේවෙල,LK2306010,14.62625139,73.13125695,877.5750834
Ambewela,අඹේවෙල,LK2312305,14.65294772,73.2647386,879.1768632
Ambewela,අඹේවෙල,LK3203015,14.67964405,73.39822024,880.7786429
Ambewela,අඹේවෙල,LK8130150,14.70634038,73.53170189,882.3804227
Ambokka,අම්බොක්ක,LK2212115,14.73303671,73.66518354,883.9822024
Ambokudena,අම්බොකුදෙන,LK2212140,14.75973304,73.79866518,885.5839822
Amboruwa,අම්ඹෝරුව,LK2134025,14.78642937,73.93214683,887.185762
Ambulugala,අම්බුළුගල,LK9206055,14.8131257,74.06562848,888.7875417
Ambuwakka,අඹුවක්ක,LK9224035,14.83982202,74.19911012,890.3893215
Ambuwangala,අඹුවන්ගල,LK9203305,14.86651835,74.33259177,891.9911012
Amilagama,අමිලගම,LK8142105,14.89321468,74.46607341,893.592881
Amirthakali,අමිර්තාකලි,LK5118015,14.91991101,74.59955506,895.1946607
Amithirigala North,අමිතිරිගල උතුර,LK9221140,14.94660734,74.73303671,896.7964405
Amithirigala South,අමිතිරිගල දකුණ,LK9221145,14.97330367,74.86651835,898.3982202
Ammaduwa,අම්මඩුව,LK9145100,15,75,900
Ammanamulla,අම්මනමුල්ල,LK6175175,15.02669633,75.13348165,901.6017798
Ammanthanaveli,අම්බන්දනාවෙලි,LK5103010,15.05339266,75.26696329,903.2035595
Ampagala,අම්පාගල,LK9224120,15.08008899,75.40044494,904.8053393
Ampakamam,අම්පකාමම්,LK4412005,15.10678532,75.53392659,906.407119
Ampalavanpokkanai,අම්පාලවන්පොක්කනය,LK4415015,15.13348165,75.66740823,908.0088988
Ampalpuram,අම්පාල්පුරම්,LK4406005,15.16017798,75.80088988,909.6106785
Ampan,අම්පන්,LK4124025,15.1868743,75.93437152,911.2124583
Ampavila,අම්පාවිල,LK3151160,15.21357063,76.06785317,912.814238
Ampe,අම්පේ,LK9215240,15.24026696,76.20133482,914.4160178
Ampegama,අම්පේගම,LK3130050,15.26696329,76.33481646,916.0177976
Ampilanthurai,අම්බලාන්තුරෙයි,LK5130090,15.29365962,76.46829811,917.6195773
Ampilanthurai North,අම්බලාන්තුරෙයි උත,LK5130085,15.32035595,76.60177976,919.2213571
Ampilanthurai West,අම්බලාන්තුරෙයි බට,LK5130095,15.34705228,76.7352614,920.8231368
Ampitigoda,අම්පිටිගොඩ,LK2306595,15.37374861,76.86874305,922.4249166
Ampitithenna,අම්පිටිතැන්න,LK8142080,15.40044494,77.00222469,924.0266963
Ampitiya North,අම්පිටිය උතුර,LK2130230,15.42714127,77.13570634,925.6284761
Ampitiya Pallegama,අම්පිටිය පල්ලේගම,LK2130245,15.4538376,77.26918799,927.2302558
Ampitiya South,අම්පිටිය දකුණ,LK2130225,15.48053393,77.40266963,928.8320356
Ampitiya Udagama North,අම්පිටිය උඩගම උතුර,LK2130235,15.50723026,77.53615128,930.4338154
Ampitiya Udagama South,අම්පිටිය උඩගම දකුණ,LK2130255,15.53392659,77.66963293,932.0355951
Ampitiyawatta,අම්පිටියාවත්ත,LK9118175,15.56062291,77.80311457,933.6373749
Amugoda,අමුගොඩ,LK3112105,15.58731924,77.93659622,935.2391546
Amuhena,අමුහේන,LK2151185,15.61401557,78.07007786,936.8409344
Amuhenkanda,අමුහේන්කන්ද,LK9106141,15.6407119,78.20355951,938.4427141
Amukotuwa,අමුකොටුව,LK3145135,15.66740823,78.33704116,940.0444939
Amunakole,අමුණුකොලේ,LK6127115,15.69410456,78.4705228,941.6462736
Amunekandura,අමුණේකඳුර,LK8209170,15.72080089,78.60400445,943.2480534
Amunichchiya,අමුණුච්චිය,LK7151195,15.74749722,78.7374861,944.8498331
Amunugama,අමුණුගම,LK6112025,15.77419355,78.87096774,946.4516129
Amunugama,අමුණුගම,LK6136145,15.80088988,79.00444939,948.0533927
Amunugama,අමුණුගම,LK6187010,15.82758621,79.13793103,949.6551724
Amunugama North,අමුණුගම උතුර,LK2127140,15.85428254,79.27141268,951.2569522
Amunugama South,අමුණුගම දකුණ,LK2127145,15.88097887,79.40489433,952.8587319
Amunugoda North,අමුණුගොඩ උතුර,LK1224360,15.90767519,79.53837597,954.4605117
Amunugoda South,අමුණුගොඩ දකුණ,LK1224420,15.93437152,79.67185762,956.0622914
Amunukole,අමුණුකොලේ,LK6139055,15.96106785,79.80533927,957.6640712
Amunukole,අමුණුකොළේ,LK7139160,15.98776418,79.93882091,959.2658509
Amunukumbura,අමුණුකුඹුර,LK1233075,16.01446051,80.07230256,960.8676307
Amunukumbura South,අමුණුකුඹුර දකුණ,LK1233125,16.04115684,80.2057842,962.4694105
Amunupura,අමුණුපුර,LK2136325,16.06785317,80.33926585,964.0711902
Amunupuraya,අමුණුපුරය,LK2151140,16.0945495,80.4727475,965.67297
Amunuthenna,අමුණුතැන්න,LK9112135,16.12124583,80.60622914,967.2747497
Amunuwetiya,අමුණුවැටිය,LK7160125,16.14794216,80.73971079,968.8765295
Amunuwewa,අමුණුවැව,LK6212040,16.17463849,80.87319244,970.4783092
Amupitiya,අමුපිටිය,LK2124150,16.20133482,81.00667408,972.080089
Amupitiya,අමුපිටිය,LK9115210,16.22803115,81.14015573,973.6818687
Amuthagoda,අමුතාගොඩ,LK9112090,16.25472747,81.27363737,975.2836485
Amuwala,අමුවල,LK9127065,16.2814238,81.40711902,976.8854283
Amuwathdeniya,අමුවත්දෙනිය,LK2133005,16.30812013,81.54060067,978.487208
Amuwathugoda,අමුවතුගොඩ,LK9115175,16.33481646,81.67408231,980.0889878
